代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型1,類型2,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％
7860,野村特別時機非投資等級債券基金-月配現(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,4.38,-0.1,0.48,-0.05,0,14.28億(),2021/6/9,1.79,1.9,-2.1,-1.08,-0.34,7.79,10.62,
7861,野村全球基礎建設大未來基金-累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,10.45,0.22,-0.15,0,0,2.79億(),2022/3/3,4.86,5.89,5.03,8.19,8.92,27.84,25.24,
7862,野村環球時機多重資產基金-累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,8.24,0.09,0.47,-0.48,-0.06,1.54億(),2023/1/11,3.42,3.65,-1.54,0.9,3.49,11.02,,
7863,野村環球時機多重資產基金-月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,8.25,0.1,0.48,-0.48,-0.05,1.44億(),2023/1/11,3.37,3.67,-1.29,1.16,3.71,11.28,,
7864,野村策略轉機多重資產基金-累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,9.85,0.12,0.56,-0.33,-0.04,1.25億(),2023/6/16,4.24,6.17,-0.25,2.45,4.9,8.88,,
7865,野村策略轉機多重資產基金-月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,9.83,0.12,0.56,-0.33,-0.03,0.80億(),2023/6/16,4.24,6.17,-0.23,2.46,4.93,8.91,,
7866,野村全球科技多重資產基金累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,15.19,0.06,0.76,-0.11,-0.01,13.57億(),2024/7/10,7.42,11.19,-3.21,-3.11,3.15,,,
7867,野村全球科技多重資產基金月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,15.18,0.06,0.76,-0.11,-0.01,3.54億(),2024/7/10,7.42,11.19,-3.15,-3.06,3.22,,,
7868,野村全天候環球債券基金累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,台幣,全球,國內,全球組合型債券型,全球組合型債券型,國內-全球組合型債券型,無,,,,-0.15,-0.01,21.96億(),2025/3/3,2.03,2.05,,-2.75,,,,
7869,野村全天候環球債券基金月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,台幣,全球,國內,全球組合型債券型,全球組合型債券型,國內-全球組合型債券型,月配,,,,-0.15,-0.01,4.94億(),2025/3/3,2.03,2.05,,-2.75,,,,
7904,德銀遠東DWS全球原物料能源基金,積極型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,12.31,-0.15,0.34,-1,-0.26,2.95億(),2004/7/8,2.71,3,-7.53,-0.31,-5.57,-3.08,6.97,65.11
7A04,復華新興市場非投資等級債券基金-人月配型(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,4.65,0.33,0.67,-0.11,-0.01,0.28億(),2014/10/17,1.62,3.59,3.93,5.59,6.71,12.94,8.72,3.77
7A05,復華中國新經濟A股基金-人民幣,積極型,人民幣,中國,國內,跨國投資股票型單一國家,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,17.68,0.35,0.51,-0.66,-0.06,6.12億(),2015/5/26,5.74,8.27,6.24,7.12,23.7,7.37,-11.12,-38.7
7A06,復華中國新經濟平衡基金-A人民幣累積型(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,中國,國內,股票債券平衡型跨國投資型,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,無,19.34,0.61,0.26,-1.35,-0.19,1.23億(),2015/5/26,9.22,24.86,18.26,26.46,48.39,62.11,33.01,-4.15
7A07,復華中國新經濟平衡基金-B人民幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,中國,國內,股票債券平衡型跨國投資型,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,月配,19.41,0.6,0.27,-1.26,-0.14,0.09億(),2015/5/26,9.19,24.79,18.02,26.23,48.29,61.69,32.67,-4.47
7A08,復華全球物聯網科技基金-美元,積極型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,30.83,0.32,1.98,-1.14,-0.44,13.28億(),2016/7/4,8.71,26.34,13.5,20.93,35.9,86.21,78.61,79.71
7A09,復華亞太神龍科技基金-美元累積,積極型,美元,亞太,國內,跨國投資股票型區域型,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,27.4,0.27,1.14,-0.85,-0.18,9.33億(),2018/1/31,8.04,26.57,13.87,16.64,25.9,69.48,50.5,44.92
7B01,台新北美收益資產證券化基金-A美元累積,穩健型,美元,北美,國內,不動產證券化型,不動產證券化型,國內-不動產證券化型,無,12.78,-0.11,0.94,-0.78,-0.01,4.04億(),2014/12/1,-1.37,1.29,-3.33,-1.23,-4.31,0.37,-12.97,4.33
7B02,台新北美收益資產證券化基金-B美元月配現,穩健型,美元,北美,國內,不動產證券化型,不動產證券化型,國內-不動產證券化型,月配,12.81,-0.11,0.94,-0.79,0,5.00億(),2014/12/1,-1.45,1.24,-3.36,-1.24,-4.32,0.33,-13.03,4.31
7B03,台新全球多元資產組合基金(美元累積)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),穩健型,美元,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,無,11.98,0.23,0.79,-0.28,-0.04,0.22億(),2016/6/20,2.36,6.03,3.05,6.83,10.55,24.82,24.9,23.72
7B04,台新全球多元資產組合基金(美元月配)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),穩健型,美元,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,月配,11.96,0.23,0.79,-0.28,-0.03,0.48億(),2016/6/20,2.36,6.02,3.05,6.84,10.55,24.76,24.83,23.6
7B07,台新智慧生活基金─美元累積,穩健型,美元,美國,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,23.18,0.25,1.54,-0.32,-0.06,5.22億(),2017/11/27,3.89,11.65,6.62,10.18,20.42,57.37,55.14,45.64
7B08,台新新興短期非投資等級債券基金A-美累積,穩健型,美元,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.7,0.34,0.21,0.02,0,0.31億(),2020/5/28,0.85,2.16,2.62,3.84,5.63,12.65,16.32,10.38
7B09,台新新興短期非投資等級債券基金B-美月現(本基金之配息來源可能為本金),穩健型,美元,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.71,0.34,0.21,0.02,0,0.28億(),2020/5/28,0.84,2.16,2.65,3.87,5.65,12.77,16.47,10.57
7B10,台新新興短期非投資等級債券基金A-人民累,穩健型,人民幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.65,0.33,-0.01,0.02,0,0.17億(),2020/5/28,0.78,1.53,1.36,1.91,4.28,8.78,13.34,10.2
7B11,台新新興短期非投資等級債券基金B-人月現(本基金之配息來源可能為本金),穩健型,人民幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.69,0.32,-0.01,0.02,0,0.12億(),2020/5/28,0.77,1.58,1.3,1.86,4.23,8.76,13.38,10.3
7B12,台新中國政策趨勢基金-美元累積,積極型,美元,中國,國內,跨國投資股票型單一國家,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,24.21,0.11,0.73,0.22,0.01,0.71億(),2021/9/27,6.6,9.29,3.14,4.2,8.1,2.85,-28.48,
7B13,台新中國政策趨勢基金-人民幣累積,積極型,人民幣,中國,國內,跨國投資股票型單一國家,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,22.52,0.12,0.71,0.23,0.01,0.22億(),2021/9/27,6.75,8.83,2.05,1.98,8.63,1.49,-23.74,
7B14,台新ESG環保愛地球成長基金-美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,13.61,0.16,0.88,-0.69,-0.06,3.26億(),2021/8/4,1.18,6.33,6.28,9.6,8.11,14.61,3.43,
7B15,台新ESG環保愛地球成長基金-人民幣累積,穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,11.21,0.2,0.73,-0.69,-0.06,0.78億(),2021/8/4,1.32,5.94,5.19,7.27,8.67,13.1,10.29,
7B16,台新ESG環保愛地球成長基金-澳幣累積,穩健型,澳幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,10.1,0.25,0.62,0.08,0.01,0.52億(),2021/8/4,1.94,5.21,3.93,4.43,9.79,14.49,13.4,
7C01,復華南非幣短期收益基金-A不配息(本基金有一定比重得投資於非投資等級之高風險債券),穩健型,南非幣,南非,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,1.8,1.21,0.3,0,0,5.23億(),2012/12/11,1.19,3.4,5.47,6.23,9.1,21.27,28.65,38.11
7C02,復華南非幣短期收益基金-B月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),穩健型,南非幣,南非,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,1.81,1.2,0.31,0,0,1.00億(),2012/12/11,1.22,3.51,5.57,6.24,9.11,21.31,28.75,38.19
7C03,復華南非幣長期收益基金-A不配息(本基金有一定比重得投資於非投資等級之高風險債券),積極型,南非幣,南非,國內,債券型海外債券投資等級全球新興市場,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,無,7.74,0.48,1.11,0.08,0.02,1.43億(),2012/12/11,3.49,9.89,9.48,9.34,14.61,37.67,36.65,65.36
7C04,復華南非幣長期收益基金-B月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),積極型,南非幣,南非,國內,債券型海外債券投資等級全球新興市場,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,7.74,0.48,1.11,0.12,0.01,4.72億(),2012/12/11,3.48,9.88,9.42,9.31,14.61,37.75,36.63,65.31
7C06,復華新興市場非投資等級債券基金-南非月配(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,6.4,0.43,0.87,0,0,0.12億(),2014/10/20,2.16,5.31,8.73,12.16,11.09,24.76,29.54,29.26
7D01,台新新興短期非投資等級債券基金N-月配現(本基金之配息來源可能為本金),穩健型,台幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,4.61,-0.05,0.17,0.08,0.01,0.39億(),2020/5/28,2.09,2.08,-2.09,-1.2,0.37,4.9,8.9,3.25
7D02,台新北美收益資產證券化基金NB-月配現(本基金之配息來源可能為本金),穩健型,台幣,北美,國內,不動產證券化型,不動產證券化型,國內-不動產證券化型,月配,11.17,-0.32,0.62,-0.74,-0.09,2.90億(),2020/9/28,0.92,0.29,-11.56,-9.63,-11.17,-5.8,-12.97,
7D03,台新中國政策趨勢基金N-累積,積極型,台幣,中國,國內,跨國投資股票型單一國家,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,24.65,0.02,0.75,0.38,0.02,0.06億(),2021/9/27,9.21,8.3,-5.61,-4.74,0.38,-3.33,-28.4,
7D04,台新ESG環保愛地球成長基金N-累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,10.1,-0.01,0.56,-0.55,-0.05,0.11億(),2021/8/4,3.56,5.25,-2.8,0.22,0.33,7.64,3.56,
700,新光美國豐收平衡基金-A美元累積型(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,美國,國內,股票債券平衡型跨國投資型,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,無,6.1,0.01,0.29,-0.42,-0.05,4.96億(),2016/3/17,0.51,2.67,0.76,2.05,1.19,9.04,2.58,-0.75
7000,新光美國豐收平衡基金-B美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,美國,國內,股票債券平衡型跨國投資型,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,月配,6.04,0,0.29,-0.45,-0.04,0.02億(),2016/3/17,0.54,2.67,0.67,1.97,1.13,9.02,2.51,-0.83
70000,新光全球AI新創產業基金-美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,23.67,0.26,0.8,-0.38,-0.08,15.17億(),2018/12/4,6.18,15.74,5.7,9.22,21.58,48.23,41.05,46.98
700000,新光全球AI新創產業基金-人民幣累積,穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,22.95,0.27,0.75,-0.41,-0.09,0.12億(),2018/12/4,6.27,15.15,4.26,7.36,21.84,46.64,50.14,51.79
7000000,新光全球特別股收益基金-A美元累積型,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,9.69,-0.05,0.63,-1.17,-0.13,1.61億(),2019/7/11,1.39,5.28,-1.53,-0.09,-0.72,4.58,-0.72,2.24
7000000000,新光新興富域國家債券基金-美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國內,債券型海外債券投資等級全球新興市場,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,9.21,0.11,1.66,-0.07,0,0.35億(),2020/1/21,3.09,6.81,6.69,8.42,4.49,12.32,5.77,-11.73
70000000000,新光恆生科技指數基金-美元累積,積極型,美元,香港,國內,跨國投資指數型,跨國投資指數型,國內-跨國投資指數型,無,44.98,0.32,1.34,-0.95,-0.05,2.07億(),2021/1/25,4.64,1.57,-1.33,18.49,51.75,22.12,17.95,
7E+11,新光恆生科技指數基金-人民幣累積,積極型,人民幣,香港,國內,跨國投資指數型,跨國投資指數型,國內-跨國投資指數型,無,43.03,0.33,1.27,-1.03,-0.06,0.83億(),2021/1/25,4.74,1.05,-2.71,16.4,52.12,21.05,25.82,
7E+12,新光全球生技醫療基金-美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,12.4,-0.22,0.62,0.07,0.01,3.43億(),2016/8/1,0.67,6.41,-0.92,5,-8.65,-0.66,-5.21,14.73
7F01,富蘭克林華美特別股收益基金-NB美元月配(本基金之配息來源可能為本金),穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,7.16,0.07,0.38,-0.14,-0.01,4.01億(),2018/4/9,1.41,4.17,1.25,3.4,2.84,8.11,2.12,7.75
7F02,富蘭克林華美特別股收益基金─NB人幣月配(本基金之配息來源可能為本金),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,5.71,0.02,0.28,0,0,2.32億(),2018/4/9,1.38,3.73,0.27,1.5,1.46,4.04,-3.39,5.93
7F03,富蘭克林華美特別股收益基金─NB南幣月配(本基金之配息來源可能為本金),穩健型,南非幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,6.78,0.17,0.36,-0.14,-0.01,0.68億(),2018/4/9,1.62,4.68,2.3,4.77,5.06,12.98,10.74,26.39
7F04,富蘭克林華美新興國家固定收益基金NB美現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國內,債券型海外債券投資等級全球新興市場,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,7.46,0.25,1.07,-0.32,-0.01,4.23億(),2019/4/9,2.02,5.53,9.25,12.91,7.58,14.98,18.08,-2.54
7F05,富蘭克林華美新興國家固定收益基金NB人現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,新興市場,國內,債券型海外債券投資等級全球新興市場,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,6.87,0.18,1.01,-0.33,-0.01,0.92億(),2019/4/9,1.87,4.81,7.88,11.24,5.48,10.32,11.8,-4.54
7F06,富蘭克林華美新興國家固定收益基金NB南現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,新興市場,國內,債券型海外債券投資等級全球新興市場,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,6.45,0.35,0.9,-0.24,-0.01,1.19億(),2019/4/9,1.93,5.44,9.62,13.37,9.24,18.56,27.01,11.42
7F07,富蘭克林華美全球非投資等級債NC美月現(本基金之配息來源可能為本金),穩健型,美元,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,4.33,0.38,0.74,-0.14,-0.01,2.35億(),2019/5/3,0.94,3.46,4.83,6.23,7.08,17.73,22.16,16.87
7F08,富蘭克林華美全球非投資等級債NC人月現(本基金之配息來源可能為本金),穩健型,人民幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.03,0.41,0.53,-0.14,-0.01,4.64億(),2019/4/10,0.58,2.48,3.34,3.8,5.66,12.87,15.36,13.55
7F09,富蘭克林華美全球非投資等級債券NC南月現(本基金之配息來源可能為本金),穩健型,南非幣,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.8,0.59,0.65,-0.11,-0.01,0.87億(),2019/5/31,1.08,3.71,5.62,7.32,9.26,20.23,30.3,32.3
7F10,富蘭克林華美中國A股基金N人民幣累積,積極型,人民幣,中國,國內,跨國投資股票型區域型,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,17.28,0.19,0.57,-0.55,-0.06,0.63億(),2019/4/12,5.36,7.23,3.74,3.54,12.12,11.66,-6.24,-23.37
7F11,富蘭克林華美中國A股基金N美元累積,積極型,美元,中國,國內,跨國投資股票型區域型,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,18.85,0.18,0.59,-0.49,-0.05,0.27億(),2019/11/13,5.18,7.63,5.29,6.17,12.02,13.65,-11.73,-25.68
7F12,富蘭克林華美中國A股基金N南非幣累積,積極型,南非幣,中國,國內,跨國投資股票型區域型,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,15.64,0.15,0.5,-0.16,-0.02,0.28億(),2019/9/2,3.37,3.62,0.32,-1.26,8.73,4.31,-4.33,-25.12
7F13,富蘭克林華美全球投資級債券基金NB美月現(本基金之配息來源可能為本金),保守型,美元,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,4.89,0.11,1.02,-0.25,-0.02,0.39億(),2020/11/12,1.36,3.31,3.96,4.98,2.94,10.19,6.59,
7F14,富蘭克林華美AI新科技基金-N美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,25.54,0.26,1.6,0,0,2.77億(),2020/12/3,4.22,12.84,10.68,12.84,23.81,71.07,92.45,
7F15,富蘭克林華美AI新科技基金-N人民幣累積,積極型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,24,0.28,1.44,0,0,0.95億(),2020/12/3,4.33,12.43,9.55,10.47,24.38,68.71,105.16,
7F16,富蘭克林華美AI新科技基金-N南非幣累積,積極型,南非幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,21.53,0.27,1.08,0.45,0.08,0.75億(),2020/12/3,2.44,8.73,5.93,5.37,20.66,57.78,109.64,
7F17,富蘭克林華美生技基金-N美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,21.14,0.03,1.04,0.39,0.05,0.09億(),2022/5/19,8.77,24.28,7.95,9.6,1.42,17.17,17.38,
7F18,富蘭克林華美生技基金-N人民幣累積,穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,19.94,0.04,0.95,0.44,0.06,0.06億(),2022/5/19,8.95,23.74,6.83,7.33,1.93,15.53,25.09,
7F19,富蘭克林華美生技基金-N南非幣累積,穩健型,南非幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,17.8,-0.01,0.73,0.84,0.12,0.04億(),2022/5/19,6.92,19.75,3.38,2.5,-1.1,8.37,27.96,
7F20,富蘭克林華美新世界股票基金美元N累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,23.96,0.31,1.51,-0.07,-0.01,0.02億(),2020/11/13,4.65,13.48,11.8,14.78,27.39,73.22,64.88,
7F21,富蘭克林華美全球醫療保健基金美元N累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,14.74,-0.29,0.58,0.58,0.04,0.07億(),2020/11/11,2.06,8.11,-6.85,-1.7,-13.59,1.61,-7.35,
7F22,富蘭克林華美全球基礎建設收益基金N美月現(本基金之配息來源可能為本金),穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,9.27,0.48,0.3,0,0,0.26億(),2024/1/31,1.85,6.38,14.05,17.4,17.53,,,
7F23,富蘭克林華美全球基礎建設收益基金N人月現(本基金之配息來源可能為本金),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,7.01,0.65,0.15,0.09,0.01,0.08億(),2024/1/31,2.03,6.01,12.89,14.97,18.12,,,
7F24,富蘭克林華美優選非投資等級債基金N美月現(本基金之配息來源可能為本金),穩健型,美元,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.87,0.31,0.37,-0.09,-0.01,1.59億(),2024/3/27,0.75,1.9,2.64,3.84,5.41,,,
7F25,富蘭克林華美多重資產收益基金N美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,,,,-0.19,-0.02,0.23億(),2025/2/21,2.01,6.81,,5.85,,,,
7F26,富蘭克林華美多重資產收益基金N美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,,,,-0.1,-0.01,0.82億(),2025/2/10,1.95,6.78,4.63,4.94,,,,
7G01,兆豐人民幣貨幣市場基金,保守型,人民幣,全球,國內,海外貨幣市場型,海外貨幣市場型,國內-海外貨幣市場型,無,0.08,1.59,0,0,0,4.02億(),2014/3/20,0.1,0.32,0.75,0.99,1.7,4.08,6.39,11.08
7G03,兆豐中國A股基金-人民幣,積極型,人民幣,中國,國內,跨國投資股票型區域型,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,22.63,0.22,0.77,0,0,5.83億(),2017/1/16,3.28,5.45,7.25,5.91,17.79,9.38,1.19,-11.26
7H01,野村環球非投資等級債券基金─累積型美元(本基金之配息來源可能為本金),穩健型,美元,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.23,0.38,0.56,-0.06,-0.01,0.11億(),2013/11/26,0.98,2.19,2.3,2.04,5.53,14.56,18.08,13.1
7H02,野村環球非投資等級債券基金─月配現美元(本基金之配息來源可能為本金),穩健型,美元,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.28,0.38,0.58,-0.07,0,0.37億(),2013/11/26,0.93,2.21,2.47,2.22,5.67,14.72,18.23,13.22
7H04,野村美利堅非投資等級債券基金-美配現(本基金之配息來源可能為本金),穩健型,美元,美國,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,4.91,0.29,0.92,-0.14,-0.01,0.23億(),2015/11/9,0.76,2.81,2.68,4.02,6.25,15.5,17.14,18.26
7H05,野村多元收益多重資產基金-美元累積(本基金有相當比重投資於非投資等級之高風險債券且並無保證收益),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,11.24,0.19,0.72,-0.01,0,0.80億(),2016/6/29,0.9,5.92,1.6,5.45,8.34,22.41,22.79,25.43
7H06,"野村多元收益多重資產基金-美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金,且無保證收益及配息)",穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,11.23,0.19,0.72,-0.01,0,3.30億(),2016/6/29,0.89,5.91,1.63,5.48,8.37,22.49,22.87,25.44
7H07,野村全球短期收益基金-美元累積(本基金無保證收益),保守型,美元,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,2.3,0.46,0.44,-0.06,-0.01,1.79億(),2016/8/8,0.77,2.48,3.98,4.76,4.99,11.77,12.02,7.4
7H09,野村亞太新興債券基金-美元累積,穩健型,美元,亞太,國內,債券型海外債券投資等級亞洲新興市場,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,無,5.74,0.06,0.24,0.22,0.02,0.19億(),2017/6/26,2.54,1.92,1.93,2.05,2.25,22.03,27.44,12
7H10,野村亞太新興債券基金-美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,亞太,國內,債券型海外債券投資等級亞洲新興市場,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,月配,5.75,0.06,0.25,0.22,0.01,0.12億(),2017/6/26,2.54,1.92,1.92,2.04,2.23,22.01,27.43,12
7H13,野村亞太複合非投資等級債券基金-美累積(本基金之配息來源可能為本金),穩健型,美元,亞太,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,7.85,0.11,0.93,0.04,0,0.26億(),2017/3/1,2.85,0.61,1.63,1.87,4,27.54,38.01,-4.67
7H14,野村亞太複合非投資等級債券基金-美配現(本基金之配息來源可能為本金),穩健型,美元,亞太,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,7.86,0.11,0.93,0.05,0,0.35億(),2017/3/1,2.85,0.61,1.62,1.86,3.99,27.55,38.02,-4.7
7H18,野村全球金融收益基金─美元累積(本基金無保證收益),保守型,美元,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,5.43,0.14,0.98,-0.21,-0.02,5.70億(),2018/8/21,1.61,3.91,3.65,4.81,3.81,13.71,11.56,-0.1
