標題,連結,來源,時間
國際救援二十載 歐耀佳以醫術祝福生命 三赴南蘇丹 喜見當年難產嬰茁壯成長,https://news.google.com/read/CBMipARBVV95cUxQQXJUMm8xc2oyZU84YUU2ZVNvZ0c5cnV4OURIeUZSV21xUWk2SlVQS3RMSHVVOUFSVGVOVFlKR05pSkJmcUpjQnRDWi1kbmVMa0RVdGZEZjI0YzlVbmZjVDRqZG5fUXlrNzNYSk1lSXA5N2tTenRpWEIwcmFVV1VkUHRITjU1cDRYcVRZRDJSOExvd1FpMG5DY0xyMHlmMlVyT1BHSHF4TE5PMkV6UkpTQkpGa3hnQVoyYnNoNXJ4SElsU09qQi1Sb3ZGOXUtTHNTMUtMTjJlTGpSLU5tMkw1cmx6YzhqLW4xWEkyZ0pQRHpuZlprbVQwdUUxOXQtbWlLTmpwSHdiSjhKNlZJaUhVZzhJUi1kbjl4SGhLanZDTlc4SjJldE42d1ZUZGRkaTdOV0ZOZWJMemNnaGZpcHc1UXZRMUtTdHBHT0NmajQ3U3VBRnM2ZU96V19NZFZLaXkzcjRkQ3ZEdEtkQXViV0E2aFUwOW9FRlNXbFRReU1YQVZMNHhMX0lrbVR3Z0c2NDNXUkdQTUQwcFk5eWNSVVpGUlNYdzM4VXQ5alBvYURWOThXUEJFTFUtcFNkRzV5MXRVZWRnc0E2SWhpUzY5RzE5aTJWRy1jN2E3LTVmVUs4UUc0Mm5DbDRaOXAzT09Da3YyNkpvN0oxRDlwSlNHX0ExcWV2a3p2X0lQV1NkRGxIU1dVbVVnNVlmMUNZYkpuSloyNUlQbg?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,星島日報,8月22日
南韓批准民間機構就水災人道救援接觸北韓｜國際｜商業電台 881903,https://news.google.com/read/CBMiXkFVX3lxTE1TeEJjOGxTclMydmZaRmFtcU1FNE9WTkdJanRIVTJ6OUZoamlUaTBjMjR5ZXMyelpnN1JBVTgtVkhKM2Y3LTJQQjRueFJIVTJYbjM4TnNTQ0RDMzlzanfSAWNBVV95cUxPY0NMRXFnNFBJOGdSOE5aZlZ6d25jZ1RWdFhrdTl6Q2Vnd3J3S0dyQTN0M09IOEs2OVlQY2RuUnpHSDU5c0YyMG1SQUkxRkt4ZjNpa3pWaUotZ0g2czl1cWlNQU0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,商業電台,8月30日
颱風摩羯吹襲越南升至179死 河內洪水泛濫 紅河水位創20年新高,https://news.google.com/read/CBMiqgNBVV95cUxQMlBWNGF3ZTlNbkI4eEN2eEZXaDN5dFZtQVBsZ0RPakRWNTN6RDczeVpCczliY2djdHRmUmpMUDk0M2s5ODM4bldBQ3VoYzZnQ3I3VVpNaG83MWFpZmxhMG5LMUdjNEpLaVd0SjRWQmR2cERJczlkcUpwaTlaUG0xWDZOX295dnZvLUhHanhMd1JCampNV0ZJUTlKU19YbUUxczBSdXBMU05oRVZGRkRWNHY1bEg3b2dIZjljVk9UMGZibldtWmJRWjU3R2ZSZ3V5aGJaZ3B0V2tycHFESXdoUlJYX0xmX1UzZGRzNHVRZy1FdnFiUHlWODFPd2tVNXdZcFlZZ1ZNcmlWbmVqX1JfaWJRUE9NVlhGM1hFRENUbzZKMGdUeFBQbDFJUV93S0lKMDg5Vl9DdndsbGUtVUs2R0Q4OUstSlUySU1oWHVyUWZXUjl6SjcwSnZGZjlpNWpVN2Q2aWhLUXBSOE5FR2pxTWxSVG01cEQzRUc3T0Y3RE0zMDVhZzBYWVc0ZVZLVm5hUWstSHlqbldoU0s2WlZJMmprUktUTlNUMVE?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,9 天前
兩年來首次 韓民間組織可就水災援助接觸朝民眾,https://news.google.com/read/CBMijwFBVV95cUxQc0hwUmJHTXc2elRxWmlHbmhzYWVaSklleE5XNi1sZG1HcVotTWM5VTVka0hES0ktOXRld3pKcHhWOFNvbXZsU3Z1RDJmcnhEaGJfcW94WmtydnpTTV8tY0J0aXhHdUxaZzVjMml3eGU0Y0FxN1YwZ0JhVUY0bUpVQ25fSzkwLU5oRkJVc2RuZw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,on.cc東網,8月30日
摩羯吹襲泰國 清邁＋清萊多區水浸近3.4萬戶受災,https://news.google.com/read/CBMi3wJBVV95cUxQR3NCVVBBVlhYbU0xOTFPWnNBMFZVcVFtdkxrYnBOVmFuaFJLVzhyNDZrVC0xREM5bE5oMHNGQUxvQ1NscU1ZTGJ0SWtiRlJHNTN6WlFvbEZLVXdENWU3ckxYYWV6RzNZNEVLbHJ1MjJnOGpheEdEcTdHZEFrUm5YZll4alVPWm55eHJvSkJCTmhpcjFoWnZHVXVTcHlrakQ5NjRuRl83dXdqbWlhT1duS0Q1UXhHS2pCTEgyeVRKaTQ4N01wbnBDWmVUeTVWODYxU1c3dFFTYzc2dXZWSmhjN1gyYVRfUF9ramItYWdBaUp3UjJLUWkzcEwtMUNXQlZsR1lmalFSU1ByWDk4TkJkQjZyblcyTUxsMm5XSnNSZUluZUhPQjBRb1JjYVVNUF9OVElITk1ob3hJMkZRMVBuWXdIeVZRdVgwUkdwVzdPY0FqMlBzZ3djRUI5cS1SSTg?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,9 天前
颱風摩羯吹襲越南增至141死 河內洪水泛濫數千人緊急疏散,https://news.google.com/read/CBMimgNBVV95cUxQSVRmRTJ3UVNUX05SX3VIRV9IanZNLXNQeTNRWmNNVXo4UFNWOWxDbGhwQm80T3RyaDBOVnV6U3VFbjFCQmdhN3diRmtIam0wbWEwRU04STdSaXlRcHV6VHFwbm5RcW5WTWpBdGtjcTBOZDdyTzFPTmJQV1Iwb0k3RjB5Z2dITUV3bE1lVVpOemk0S2tHYnJyUHVIdjkzank1NHdIME5XOGVNTDVGcHE1cmMtOWlQeERQNVB1cFV5UGxJXzBuQVR6aXBsUUdrejU1OUZrb0xIOGloUmZHbVNQeTZIX0tFeXhBV3p1VkFHbnZpMGR5NzgwMGR0TnA2S0xNNEJyeGY3bHVOMTVLUC1VNFMtWFlvUEp1elJHSk9XVGlQa1M0Mmk3eDh2Y1BXcF9PUXZmZWh2UWxOQ1lOQm5WYkdkX19PUkFtTE9WcWx1YTVSUi10dndoUFoyaU5hWGwxOTR5ZEVWSnNfY2tIaEplTnltT3lYQmF5VzdFSGVUYnFvS0t3U19RUG9ManZHZG9jaVVCeDVnaEhyQQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,香港01,10 天前
注意：洪水警報中斷國際列車服務，布達佩斯和維也納之間的列車取消,https://news.google.com/read/CBMi3AFBVV95cUxPRHUtd0ZqaGt5SzdaXy1JUHprMEdsUDIyZ3RyTlBsUmFMaHVyZTVfa3J0ZzhWTVRzUE9lNUdpUWVCUERGeUVJR05Ic0x5WDRaTEZtbXV3VW44UVhoMjBza2t6REI0TE52X2ZKSjVjUUJIQ0ZWNlBFTmxnUnBLQUtKRjZnc21Jb2dSVDNzQlJld0x2VVlGMEpSenpMMkFLNGFmNjJLbDJvbVFQaE5FZS0tOGNCX0xFX0NQRmFpUWR6R0hOY3JtbURCdXpJdkFBNDVVNTdmc1J5b202LXpB?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,dailynewshungary.com,5 天前
"匈牙利最新洪水：歐爾班推遲所有國際旅行，預計洪水將接近創紀錄水平，堤壩上有 1,000 噸岩石 - 照片",https://news.google.com/read/CBMinwRBVV95cUxQTjlYUkRnaUNHbjZBVVpva0xjV3ZlaU5jVlMzODdrZ1lnZ3NtNW1NZlp2aGlvUEFmdjJXNHIxQnRNRzczM3FXd2pST2ZGZG1LbTJ6ZGQtNS1EUjZwNjNEclhuOTdneDFsamxMdDNtRGd2Q3RLNVo4MGFvTVFkamt1YUZTM3VkSHk1QUtKaUs2aTMzSlhDcjZlWjhUcUlTel9sZy16REFPQkZFTUoyUHJ0U2pxSElvdFNpTlZ1M1FNUC15X0E2NW8zMnRodk9tVXR6VTdhYXdMclF6N0JhdXFrbnA4bkdOZG1XSTBMM2ZmUVU0YXdxUVNSSnJIWlJsTjRDNHRlQ1A1dEJISkstVTBXTzN6QkJRR1JfNkZjUThsNkloZFE0UEtmNG1rWE45SDVfQlltRWNUR082cmp0SWdwbXN4YnFUQmktRlQyZ19UMnMtckRPaGUxSEtEMzhHbHA5ZW9Md2JQbERTSWIxRTBGeGdfUDVIelFNRXl6b1RWMGczQUZFYklneW1jSEpGcXFxWURJSld4YUNqSG9Odm1qZzViWllzVEljd1lTVVN3TGs1elFaX3N4THZZZmhINWRSVTFjYVU3eUFGNWVSU1NGdlcyRGhtbENRTVQ3V3lXN0RLdkxsRXprMlp5QVpiZjhpMWppMDZNbnBVNHB2RG5aWWtsNzM1Z1pjbjBGZ2RLZWZteUViYjVwc3VWVFE3OTA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,dailynewshungary.com,5 天前
泰北近30年最慘洪災！已釀9死多失蹤 國際機場停擺,https://news.google.com/read/CBMiZkFVX3lxTE9BQzU5V3FFVUFnQXlEZzIzR3hTWW8yR2puZTdPbDh4ZjRudXl6V093RXVkeFB5OXJxQ0hCOHdsUlJDUF85RDVBX3hNdmpmOEQ2WTJGaE5fQUlRWGxaYjZqUnhPdU1Ld9IBa0FVX3lxTE9fUnNmRVJ0ZVk1cDJ1ZURVVG1TMGJPYi1EdEZxQ21lSUYySUd2Q3NSZHBaaUFNelhHMDAxWHlLQ1FEWlI2cHo4S0NJQzJFZ1ktWl9yOHNuenNlRk9GVWVyRG5lU2NfZW91Vmhn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,8 天前
颱風魔羯肆虐菲律賓 洪水、土石流釀至少14死,https://news.google.com/read/CBMiZkFVX3lxTFBYU3ljV1YtNm80VjNILVR5UWxFaTdubW5lMkFFTUVMUWdqcHZ2bXc4UGxkWlU0dzlvRC1jblpaeElqRHFNZWZOY1kyeTBqRUpzMjFmZXZVZDgwLUxJOXlvQUZHVDZyZ9IBa0FVX3lxTE9YVmhveWh4Y2hfTkN0R3hmb1EzbThDTkdKV3liUjkzdzZnMEtFc0dLM2pScThfakNLczRCWThxRkhIdjhnb0JTcGkxMzh2SWFYZ29DSldFX2J5T1oxNVR2NmNyQWRIa0RfLWZv?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,自由時報,18 天前
30年來最嚴重水災！泰北洪水釀9死影響超過3.4萬戶 清萊國際機場航班全取消,https://news.google.com/read/CBMiU0FVX3lxTE9qSi1VRmdVTGhraFVXdWJpREVNQ0NSNmpUd2VKQkdFWWZ1WWJ4d2tZNEhKVmIzQkhRblY1TnkzZTN5bWcybE9lU0J1a2FfTTZkcEVz?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中天新聞網,8 天前
超級颱風摩羯侵襲越南北部 造成至少4死,https://news.google.com/read/CBMiX0FVX3lxTFBFczBfLUhucDRlejFiZ3FxdDFtdVRVTWZNbFE4d3VnM1M5YWs2ZDR6QUF3bEFqbnZoX3RMTGx5TzV3QnFsTExpNUhBeng1ZlJndHJ6aDRpM1BEb0RRX0xz?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,14 天前
珊珊路徑激似「2018年強颱燕子」！關西機場變汪洋5千人受困,https://news.google.com/read/CBMi5AJBVV95cUxQOU5Fam5LaGJBMXBHVk1JNkhDcU1ZUy03WDZFWk9JX0VjWC1OcElKNS1qRUZwSG9OWHVtTmw1dXRkeGg4UUFLSy01SVI2b29nQ0QxLWZnNk5RaC05bzcwLXlZdWp1OEs2WG9QS3J1dGxoc0RJQTNFbzdLU0RwWXViUFVEdnVQYzl6dkNwNmxQbzZpUXlvSEhVajZ6NThPNkQ2QjVuNzBkMHJ0b3BpRERrcC1YQTFkVkE5SFVYUlR3Y0NfQXgzWGVsVEZYanFlTzZUeks3WVB2MmJiaWNxcWVfeGt6bjRreDVOekE3RnRWZ2FyeHE1MWRWNE1OdHc2YnFFenlHa1AzV1BNb2ZFWTVrb3Bwek1KeGh6OEdHMUltR0RjanVrYWhVRzFIbGRCWDJwVE9ibEZFRjlfNnBHRFlkQWIzYkNzWWZ0ckdUOGdFbWpoOW93Yy1RVmxvRGc5YkFzOWxjWA?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,8月23日
日本發颱風特別警報 日航全日空取消近300航班,https://news.google.com/read/CBMiWkFVX3lxTE96aHo0WWs2UzQyT1hpVWprMHNjaGdlRUYzVHRBeDVEMlgxaWEtUV8zaW5vMWZsUDlGODlCUWVIY1RrZHlxRG45clFBN1NEV0hSdDhCbVBfT1NVQdIBX0FVX3lxTE5xc3VpMXVRcEFUNDJVU21oaWk1c01EMndndXRfeERpNTY4akVKZ0VYbG5ENEszYUFpWTN2NHc3dDJ6WG83LVh4ZXJpUWpoRjNwbjc2bHVkZmxNSElBLTJN?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,經濟日報,8月28日
孟加拉變天快時尚品牌掃到颱風尾- 國際,https://news.google.com/read/CBMiX0FVX3lxTE5uU05KeDlSN1BRZ2VoelJfd2tzbUFMQm5KU1ZHX0xwdFBUU0ZuajR0ZDc0bFd6TnR6VWExbExROFpEVkNMNG4zNUFOWnhWWldMc0lCaER2TGUwWnZfTUJN?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,工商時報,8月23日
颱風摩羯引發致命洪災 緬甸軍政府罕見求助國際,https://news.google.com/read/CBMi3AJBVV95cUxOd3FuMFVRVmJEWjNFTEswN2JBY1lFNUhmckxRWS1WLUtyOENDVmo1aU5iZExjYUs2V2F1S3hULU16VkFibkFib0FRekVDaTYzaHBXNkdYMjJySHc3bjBOalBXRjJjR04tbGtjVFVWclIwOFY5QWo3aXIxUUJvQ1AzdWtYSUx5SDVZeFdwUGxfTlN4VkEyenlqQmxpdk54a0FPandVM3RhcnFlQ1JDWkVaWUJsQXJOYjEtU3l5d2dOWVBxX2gtTXNsMnFibjR2NGtkYXJJNE9OY0hoY1BWREVlck13RFE3NXFiLVBjMmtLNzVreS1VZzRvcmN4NnRQRzB2ZW5vTUF3cy1vT2ZhSnJuQTdsT3R4ckdZcHlRcVh0TkZLR3BHTFgyR2gwdTVDR1BXMDBVUlljMHQxQjhYM1dmQkt4TG9qRHdKcGIwQ2dheUZNTkdqVE1PRDFYM1k?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,RFI - 法國國際廣播電台,6 天前
氣象署發布貝碧佳颱風路徑 不同國際版本直撲上海！罕見,https://news.google.com/read/CBMi1wJBVV95cUxNbXhaT1lhWmJrQVFCNE5scW12eVF6NVV0YlJyX1R1MDdETWFNODlfUFFBOHdhYTBLZDlMeVhpb0pCQnp1WlNLRTJxdFBHbG5BLVZ6SjVzSG5lZGNDajBRVk16cmpvNUpCYUpLRXh3STE2R0RqclpKd3E0Sm1XbkJEX24zNnJVdnBiV3VjaEpwUzcxRkVrMnIwWFBrcDZPTDdsM0QxVnRaNmpOOGdFeGJMc05VdHNScVlRamRFSWJVaWRpNmRLNVRFMjR4cDNrRjNCZUFoWXB3bWxCR1BOWlBfT1REck1UeUV1cWFYWEdnbDJPN194dXFmRG44MVN2bHV3bEJQZ19IVUZIbHdTT0I1MXlZdGU1dEpMOHRpdWQ0UktBZlpROGZlUU82V1VLZUU2UFViSzlrVWRzNHJMd0duY2Q2NXJrQjdJT0VLYVJWSmJHcmZnajJn0gHXAkFVX3lxTE1teFpPWWFaYmtBUUI0TmxxbXZ5UXo1VXRiUnJfVHUwN0RNYU04OV9QUUE4d2FhMEtkOUx5WGlvSkJCenVaU0tFMnF0UEdsbkEtVnpKNXNIbmVkY0NqMFFWTXpyam81SkJhSktFeHdJMTZHRGpyWkp3cTRKbVduQkRfbjM2clV2cGJXdWNoSnBTNzFGRWsycjBYUGtwNk9MN2wzRDFWdFo2ak44Z0V4YkxzTlV0c1JxWVFqZEVJYlVpZGk2ZEs1VEUyNHhwM2tGM0JlQWhZcHdtbEJHUE5aUF9PVERyTVR5RXVxYVhYR2dsMk83X3h1cWZEbjgxU3ZsdXdsQlBnX0hVRkhsd1NPQjUxeVl0ZTV0Skw4dGl1ZDRSS0FmWlE4ZmVRTzZXVUtlRTZQVWJLOWtVZHM0ckx3R25jZDY1cmtCN0lPRUthUlZKYkdyZmdqMmc?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,藍雀新傳媒,8 天前
【國際新聞】颱風珊珊登陸鹿兒島 長崎、熊本等縣25萬戶停電,https://news.google.com/read/CBMia0FVX3lxTFB2cWZraE9jajd0RHlYT21wZXhSX0FsblpvT284ZXlNNndlZ2lNLTczQzRlc0hUZmRiZ0dBU2RyV0VfakV1Zm5tRXFMRUdTWmpaVENmNThMM0hBMGhMVHNTX1NkVjFZMmszUUlv?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,KTSF.com,8月29日
"""魔羯""颱風重創東南亞緬甸74死向國際求援| 國際",https://news.google.com/read/CBMiXEFVX3lxTE1rcWF0WFlXYk5yN3RGQXpKb2dWLVV2TnZKRjY2UzRJOXZTM2JhdnJ6ZGNISHBkOGFQekhhZWhocVdhY1ZrUVhpekJ3eTBEbEpkMUpKQjdlR0gxODdh?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,非凡新聞,6 天前
【國際大風吹】珊珊颱風讓百萬人避難，但即使如此日本也不放颱風假？,https://news.google.com/read/CBMiVEFVX3lxTE94NjZLZHliZ1VEbm1PODAteXNqemNmdEYzYlNMVlZyUEFERUMwYzM2aEptUVJwaElEZ043U29xb2l3cVphQkJFUmxQWUotUFFvbXlDeQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,The News Lens 關鍵評論網,17 天前
颱風珊珊襲日本九州降破紀錄大雨 已釀3死85傷,https://news.google.com/read/CBMiX0FVX3lxTE1MRkx0ZFJldGxrY0M1cUU4dXdLSUY0SUVGMG94RUloMjRlYVE1TmRjVmJleWY1aGI4TVFqbHhZWXg0bkxDZkx6dmtkMld5X2RNZk5TZTk0Mm9HR1VLM0xn?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,8月29日
8月29日國際重要訊息 珊珊颱風牛步前進 可能打破「在日本登陸最久」颱風紀錄,https://news.google.com/read/CBMiYEFVX3lxTE95MllicTdUNU5hRDBHZmNWUURGVG9sSHJCblA3bVVKdXh5VXdfLU1kUGlRaTdYVWJKNGlOcVZKNjMzbDNCQVQxeVdyTkNvdUl5cGplWkstR3JMUWQtOE5PSNIBZkFVX3lxTFBWSGdjSW9pSk5zWHFJaHRaSVJzRnhEQ0N1b2h3NV80WTFOY21UNDdnTV9Ia19GNE9YanVMRkhVZzdHZE1TVzhnLUljUkp2QTVjVWlIVFRtdWVlRktQTVJtajBFRWwtQQ?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,新唐人電視台,8月29日
颱風逼近上海機場取消所有航班新航受影響| 國際 | 2024-09-16,https://news.google.com/read/CBMipAJBVV95cUxNQVlCX09aTHZ4aVNsQldfQlRBY2JaeHA2SzAxcGpDV1BaTG54eHR4c29xOTVUM2o0QVZ2TklTQTF1ZHRTNnRvdWFjVWlpTGhOV2tGVjVQNXM5RFNjZ25sWGx5NjJQczVWOGJ6M01qMnNXS1AyNWt4c1dJY3haSmZwUkhzSjJ3YnhvX0lmRVc4UkJOWXVORzJFSkUweWcyZEFYRG1tNEgtQXNUX1dSMXA0aGc3Rllhc3hIaHRtV3JaTXVuTnhBVzN6UGpSS1hvMS1zX2xqckpQMi15TW84eEZZM1Y1NHVHVU5zckRDTjluN0tGRFlIQWhqQ3VSUmVvZHd4NW1QMmxMaDRheXFTUGFtN0w1bGFLamhRLThSR0lKaHRSc2dL?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,光明日报,5 天前
颱風珊珊「龜速移動」侵襲日本 福岡機場航班「雲霄飛車般搖晃」嚇哭乘客,https://news.google.com/read/CBMihANBVV95cUxOWXhKYXA1LXhXMmpyektrUGNHNTQ0QnUwV2VyMi1aUEVRcjZmRUhFQzlpMW1icHo4Ukx4S1g0ckozLV9vSlZqUXRwQy1XU25kTnlMQWRBeDlWalJmdk1SM1pGZ3J2SS1ERnFvZnlIeVgwb2RRamJIMVhUdGRuTVh0dU9hY0xtekpBWE1aTmpoU1NIXzhRM3h1bktmUGl0dlZ4emJqN2RkYjFSSUxSX3VZUzZmLUNHWnNycEpaOTE5WnRjUEN6U2ota2E0ZDZUcHJ6Y0VHdzFfQ01tUmNhRVJYLWsyaE9qbjhoTmpMMTJMRmpZbW5pTDF1X2p5YVo3VlN1cUtUeDVoT2xBV2ZONVJHbGtyRE1nNVVneC04MnJtZUZiUWdBaG9lbzUtczZJVURiVFFfcGFFS3g1c0hVSElpNFF5VURObW5QTTBsQjNPM1Q2ZkxkVThkN3Jnbmt2cFozZVg0YXZoQmVMaEEzVkVQS1VBSHhZV3dJS3g1d3JoTFk3UXpI?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,8月29日
颱風摩羯致越南226死山區持續爆發土石流| 國際,https://news.google.com/read/CBMiX0FVX3lxTFBXTjQtdjYwUEN5cjc4aEM0cE1kYTVHcVRoeGNUbkp5bFVYbDY2eC1rOVdEcjU5TGMzQm8xRzZmTVo1aG0wZjJ0MWtuQnl6VVg4S3VUNlZQTUJmQUkzYXY0?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,9 天前
中國戰狼參加國際射擊賽 亂搶我國國旗！遭主辦單位取消資格,https://news.google.com/read/CBMijgNBVV95cUxNSUh6T1hWMDBXNmpjakNfbUlHcHV6alJOOHRSd0RIaDhObUwtM3c1eGNqLTd4elB2ZmhHZ2NpZlNZdDlFTkhmVzRYQ3NneEhOV1pGWi1qM3ZCNXplR0NDMEthR0NDX096N3NhTVQtSnBJal90Tm5namh2WHVhRkRKMmNoVVFGOE5CWHdfdkNXNFZaRkxwQUZJeVFZT0M2R0lDeS16TTVBSnkzZFFpRjRnZTNud2g0S1ZhLUxlRUMzV0FZZHVwbE9HOEotWk5haFpETlBNNGh2SnhQZUZzUkZ5NDllTFlsRnM1bkkxcHFqZC1CTUFXaExoUElJVmNrUHA1TS1CYTVTTzJyQnNabm54Y3M0aVhyVW5ySlhfckJub0pIWUsyYjlZMEJONFJFcEtxLTRWUHRVc09nZWNsWFFpX0M5OTlQY0tOX0hySzhPd3RWZmI5eDlWU0RucjU0V1FLQnJWYTllbzJrUUhrcWlhLTN0RFZWQzRjQzFERnNTeUljczJtTy1sTWJ6dHdjdw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,8月29日
颱風珊珊可能8/28登陸四國侵襲近畿日本大阪氣象台籲避免外出| 國際,https://news.google.com/read/CBMiX0FVX3lxTE9NRXhwaldVY3FpM0xkZ3JBbXYyUGtfX0V5TWt0Zmg3cmVQQ29Lc0ktRl9BNGV6dkw5a1h5NnFNblVsOXVEdWpSOW9JSlFtZU9MeDdwQll5SzFUZ0NwMWM4?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,中央社即時新聞,8月25日
旅客蒸發！景點失去國際競爭力 大撒幣補助國旅非真正解方,https://news.google.com/read/CBMiggNBVV95cUxPN3Z2MGFyZ1B3YkM4SXBzdTFaME9DMkZFRFZhblFYXzlOT3poUmYtV05sXzRVR1F6dUd5Qko3TmhOZ3d4cjJCUnJoUVpiQUQ1OXRWUXNhRVRyQTIzbHRDZVJrWkhsMC13UkFfWTcyMmZONlNGNmRkWENhMDJXcGZrUk1ENHAzRElrekRVWElFMU9ieFAzajRybzVOLU1kYm4tRmtPeGwyWFJ3Y3hIT3FxdXpSaVRmRDlrd0tlWDlhSktXNkFzdUdrNS1wcnhaTTVvR0s3ZmstV0pCeEotdUNEeG40bFNkUGRxMFlwRTk0VzBHbHFwTFBqRGFISzByVHd0ZVJsbHY4Q1pCNEg4YUdNT3VuSkpWRk5RV25DdFVrNGF4akZfMzRib1ZaR1VOYTVyLVhTZEZNbHRwTUQzd0ZCZ3RhamVxaUJJM1gyYXNMMk1VT2FNbHViajdkZ0l2VzNvTGQyYUxjNU0xekFjUEFmMXNoODNDOEM5UUs0cnpQLVBmdw?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,8月31日
颱風摩羯引發致命洪災 緬甸軍政府罕見求助國際,https://news.google.com/read/CBMi0AJBVV95cUxOLWNFSlJHcXJsNXBKcnhQUDMyMkFITWo5QlUzTVZOX2czR0tTXzlqdVJOVFZoV0lnVjZBcjAxZjdSMExzM1BzdjVKVGFfZjZGSUxFUkpIOTFmc2ZKdFVzc0lVQnBaaXhXTzZSOWx0VkZNM01XQjFINlpJeUJpeGpUYS1QYkJaZGU0OTJUNUJDcmhLei1GeUZabFRCN2lndXZUVVVXU2VOb1ZJSF91WHdqMk1Db1RiNlhfWk1veTRaQzNoUUs0OXVXbFNUb1E0VEhQNlNWTHRLQnFSclNlT19la0ZEeGdvb05Zc29hYWN4RzhoakRaYkNlUUdUcFctLV8zYk1sYW9sWThxS2owNDAxalJNaFdhM3NUWEZmQkQ3b0xybENDSTZyaGJSX191ZXhCM3VhcWdlQ1JOTVVyTEtjM2NzU0hNdjNkanpGRUw4Nzg?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo新聞,7 天前
咖啡拿鐵買一送一！國際咖啡日小7精品咖啡優惠 WHOSMiNG插畫隨行杯集點加價購,https://news.google.com/read/CBMiswNBVV95cUxPR2cyYXY0MUE0M3pscGtMLU1sRE1DdzAyZlJBaFRVT2pOaEdHMjBRcnBfejYxUzY5LVE5YUVGWXRKSkJsZnA4d0MyTmxZa2ltaW43dHY5ckpGenNCRHM1V0Ewam5rckg1TzI1eHRxc2dxN0JMZzNxS01lMmViSm5RN3ZHQ2lVbEFfTlc4YjgzaFMyV3N6R0VCSENWZnJ5ZUM4eVE3ZEllVExxS0xaRGFBanRhaldMRVk2elYyTjlKNFVaNlFFb1paV3ExcnpWbmhhQ1BYU3k4NnNON2ZyY2N4eXoyQk5pOG1qSFA0TFA2TnhDNzVkb2hjMjJCb2E1dWRnMXQ3YWRCOGdwZ2RiYnR2cXhaNXRFVXFnRTFGV3p4Nl9VbEt5N1ZLdkk0dmJiNzdPQ0hlLXJvMGR0YUtoM2IwclJXTjYzS1FkWDd2enV0eE5rVml3NFczaXkxc2JMMnVDOEdiRDJ2VTRQbmZ5dnlCYWJoRWZ4XzdseWdpS0R5ZzBnVFNIWEl3OTU0YTBXLXgzR0pmQ29XNzJ4LVVPeWJKeVBUbk8zdEwzWWlWYWpPYm9Hc00?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,3 天前
國際獅子會300C-3區啟動捐血接力活動,https://news.google.com/read/CBMigwJBVV95cUxNU2JDT05qdG5VR2hBRWhkcDlDNTlpMUo3MTk4ZFBSQU1CbDhhVlNCR29JTGdIOG9KN0lERmdBa1IycEp1VHl6OUtfMFZid2RGRnpzRy1CdTFyb25LVUFrRTBSX2NKN1NaM0JxVzNiRjhvZ0JudzFMSGFoSTU0Z2w5MlJncGQ1WWM0X3FWYUpMY1RJcU8wRnZqaU1rRUxqVDhLN2JvZ0lNSjVaM1ZXZFdzYmxqZDRPelBicEVOakJ6SHlJdkpZZHhEYVVwNGVmeGZuX21Td0tMbGtGNDY4cW9odTA4djdUNnpvdUNhb2lYaGZlZDN0bTBfNUlyNzhLaF81b0c4?hl=zh-TW&gl=TW&ceid=TW%3Azh-Hant,Yahoo奇摩新聞,8月25日
