代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％
7411,日盛首選基金,穩健型,台幣,台灣,國內,國內股票開放型一般股票型,國內-國內股票開放型一般股票型,無,12.16,0.14,0.52,1.02,0.41,4.40億(),2007/10/24,1.07,4,2.87,-0.56,6.52,62.55,35.9,95.09
7412,日盛全球抗暖化基金(本基金非屬環境、社會及治理相關主題基金),穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,15.7,0.34,0.94,-1.1,-0.23,3.39億(),2008/1/17,0.83,8.28,10.48,4.4,20.26,45.19,32.52,67.29
7414,日盛中國內需動力基金,積極型,台幣,中國,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,19.21,0.5,0.49,-0.3,-0.03,1.40億(),2011/8/5,13.49,17.42,30.68,16.45,38.2,13.23,-13.46,-10.38
7415,日盛亞洲非投資等級債券基金Ａ－不配息(本基金之配息來源可能為本金)(停止申購,穩健型,台幣,亞洲,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.57,0.33,0.27,0.1,0.01,1.02億(),2012/4/17,2.08,0.75,2.01,1.28,5.31,6.74,-2.61,-26.29
7416,日盛亞洲非投資等級債券基金Ｂ－月配現(本基金之配息來源可能為本金),穩健型,台幣,亞洲,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.57,0.33,0.27,0.1,0,1.78億(),2012/4/17,2.08,0.75,2,1.28,5.31,6.74,-2.62,-26.29
7417,日盛全球智能車基金－累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,17.81,0.35,1.1,-1.05,-0.21,4.78億(),2018/11/29,-0.9,4.75,9.97,3.06,23.43,45.92,27.14,68.45
7418,日盛越南機會基金－累積,積極型,台幣,越南,國內,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,16.17,0.08,1.06,0.43,0.04,22.09億(),2022/1/21,1.09,4.62,-1.28,-0.85,4.85,24.7,-7.75,
7419,日盛貨幣市場基金,保守型,台幣,台灣,國內,國內貨幣市場型,國內-國內貨幣市場型,無,0.03,2.13,0,0,0,482.38億(),1997/10/3,0.13,0.38,0.75,0.21,1.44,2.71,3.41,4.13
7420,日盛全球創新科技非投資等級債券Ａ台幣,穩健型,台幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,4.18,0.45,1.11,0.06,0.01,1.55億(),2022/10/31,-0.39,0.54,2.8,0.57,7.97,7.18,,
7421,日盛全球創新科技非投資等級債券Ｂ台月配(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,4.18,0.45,1.11,0.06,0.01,0.13億(),2022/10/31,-0.39,0.54,2.8,0.57,7.97,7.18,,
7422,日盛台灣永續成長股息基金,積極型,台幣,台灣,國內,國內股票開放型一般股票型,國內-國內股票開放型一般股票型,無,14.1,0.32,0.64,0.86,0.17,11.26億(),2021/4/22,1.12,3.53,3.8,-0.7,17.04,108.37,73.07,
7502,新光創新科技,積極型,台幣,台灣,國內,國內股票開放型科技類,國內-國內股票開放型科技類,無,16.09,0.07,0.56,0.07,0.03,21.60億(),1998/3/4,-2.98,1.73,3.53,-2.05,3.85,45.88,20.7,174.77
7503,新光店頭,積極型,台幣,台灣,國內,國內股票開放型上櫃股票型,國內-國內股票開放型上櫃股票型,無,11.32,0.11,0.61,0.17,0.12,4.98億(),1998/10/28,-2.28,-3.81,-3.82,-4.11,4.91,36.67,22.13,167.92
7505,新光台灣富貴基金,穩健型,台幣,台灣,國內,國內股票開放型一般股票型,國內-國內股票開放型一般股票型,,13.65,0.12,0.64,0.09,0.06,9.08億(),1993/4/15,-2.99,1.83,4.19,-1.89,6.45,35.69,14.9,162.17
7509,新光大三通基金,積極型,台幣,台灣,國內,國內股票開放型一般股票型,國內-國內股票開放型一般股票型,無,16.7,0.05,0.81,0.08,0.05,7.83億(),2002/5/10,-3.03,1.55,2.95,-2.16,2.82,46.87,23.04,191.23
7515,新光全球生技醫療基金,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,12.18,-0.02,0.84,0.31,0.05,3.24億(),2014/10/9,4.79,4.31,-6.11,7.18,-0.19,7.9,21.43,32.18
7516,新光美國豐收平衡基金－Ａ累積型(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,美國,國內,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,無,3.49,0.56,0.17,0.17,0.02,0.58億(),2016/3/17,0.84,1.87,2.65,1.35,8.21,15.72,14.39,5.54
7517,新光美國豐收平衡基金－Ｂ月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,美國,國內,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,月配,3.37,0.58,0.17,0.22,0.02,0.17億(),2016/3/17,0.85,1.81,2.65,1.38,8.21,15.79,14.44,5.47
7518,新光全球ＡＩ新創產業基金－累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,16.96,0.39,0.48,-1.27,-0.27,9.66億(),2018/12/4,-1.09,5.66,12.65,1.95,25.12,65.64,36.29,77.59
7519,新光中國成長基金─累積(停止申購),積極型,台幣,中國,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,25.1,0.24,0.87,-0.17,-0.01,3.22億(),2009/4/20,8.97,9.38,25.11,8.57,21.46,-16.24,-33.14,-49.08
7520,新光全球特別股收益基金－Ａ累積型,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,5.78,0.16,0.43,-0.34,-0.04,0.28億(),2019/7/11,-1.1,0.17,1.39,0.43,4.3,14.23,13.67,15.59
7521,新光全球特別股收益基金－Ｂ月配現(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,5.74,0.16,0.42,-0.35,-0.03,0.56億(),2019/7/11,-1.13,0.18,1.39,0.39,4.27,14.3,13.72,15.5
7523,新光新興富域國家債券基金－累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,新興市場,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,無,4.98,0.3,0.86,0.14,0.01,1.82億(),2020/1/21,1.76,0.59,-0.85,1.2,6.5,11.92,3.66,-4.53
7524,新光新興富域國家債券基金－月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,新興市場,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,4.73,0.36,0.75,0.16,0.01,0.42億(),2020/1/21,1.76,0.76,-0.36,1.19,7.17,11.99,2.18,-5.94
7525,新光恆生科技指數基金－累積,積極型,台幣,香港,國內,跨國投資指數型,國內-跨國投資指數型,無,39.12,0.41,1.25,-2.72,-0.17,5.22億(),2021/1/25,17.57,20.12,51.49,18.71,64.15,28.75,10.93,
7604,富蘭克林華美特別股收益基金－ＮＢ月配現(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,5.67,0.05,0.39,0.13,0.01,4.41億(),2018/4/9,0.09,0.04,0.47,1.43,2.13,6.54,12.33,8.75
7605,富蘭克林華美新興國家固定收益基金ＮＢ月現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,新興市場,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,6.52,0.08,0.7,0.47,0.02,6.61億(),2019/4/9,2.56,1.16,-0.94,3.29,2.92,14.86,-1.7,-15.74
7606,富蘭克林華美全球非投資等級債基金ＮＣ月配(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.42,0.57,0.49,0.29,0.02,25.43億(),2019/4/15,0.73,1.4,1.91,1.22,6.1,16.05,16.25,12.91
7607,富蘭克林華美中國Ａ股基金Ｎ累積,積極型,台幣,中國,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,13.26,0.33,0.4,0.29,0.03,0.37億(),2019/4/12,2.08,2.38,8.06,1.38,16.48,-4.44,-19.5,-11.26
7608,富蘭克林華美全球投資級債券基金ＮＢ月現(本基金之配息來源可能為本金),保守型,台幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,2.72,0.25,0.48,0.23,0.02,0.69億(),2020/11/9,0.62,0.72,-0.48,0.72,3.57,6.42,2.13,
7609,富蘭克林華美ＡＩ新科技基金－Ｎ累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,16.33,0.48,1.11,-0.75,-0.12,3.39億(),2020/12/3,-1.06,3.04,9.18,1.08,31,92.86,67.51,
7610,富蘭克林華美生技基金－Ｎ累積,穩健型,台幣,美國,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,15.27,-0.04,0.76,1.06,0.14,0.15億(),2022/5/19,3.72,0.98,-5.04,3.32,-1.76,18.72,,
7611,富蘭克林華美新世界股票基金Ｎ累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,15.87,0.54,1.02,-0.91,-0.14,0.07億(),2020/11/11,-0.26,5.48,11.52,2.22,34.51,73.32,33.57,
7612,富蘭克林華美全球醫療保健基金Ｎ累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,12.28,0.1,0.8,0.59,0.05,0.10億(),2020/11/11,4.67,3.4,-6.59,6.24,4.67,18.69,10.95,
7613,富蘭克林華美全球基礎建設收益基金Ｎ月配現(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,10.75,0.32,0.76,0.09,0.01,0.76億(),2024/1/31,0.93,-0.01,4.7,2.93,13.49,,,
7614,富蘭克林華美優選非投資等級債基金Ｎ月配現(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,,,,0.21,0.02,4.30億(),2024/3/27,0.56,1.28,2.74,1.15,,,,
7615,富蘭克林華美多重資產收益基金Ｎ累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,,,,-0.39,-0.04,(),2025/2/19,,,,-0.39,,,,
7616,富蘭克林華美多重資產收益基金Ｎ月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,,,,-0.39,-0.04,0.15億(),2024/12/27,0.74,,,2.46,,,,
7705,兆豐生命科學,積極型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,12.72,0.17,1.05,0.19,0.04,2.29億(),2002/6/25,5.69,2.59,-1.67,7.18,8.47,22.46,21.38,30.53
7708,兆豐電子基金,積極型,台幣,台灣,國內,國內股票開放型科技類,國內-國內股票開放型科技類,無,8.62,0.1,0.14,0.89,0.67,8.59億(),1998/9/2,2.26,7.46,6.2,-1.73,3.92,55.11,33.43,158.42
7710,兆豐第一基金,穩健型,台幣,台灣,國內,國內股票開放型一般股票型,國內-國內股票開放型一般股票型,無,14.67,0.04,0.71,0.73,0.22,1.42億(),1986/1/4,3.16,2.95,5.3,0.86,2.29,14.42,5.16,96.32
7713,兆豐萬全基金,穩健型,台幣,台灣,國內,股票債券平衡型一般股票型,國內-股票債券平衡型一般股票型,,14.62,0.05,0.71,0.61,0.27,3.65億(),1990/5/30,2.82,1.46,1.85,-0.87,2.56,15.83,11.34,92.26
7715,兆豐全球基金,積極型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,13.98,0.36,0.7,-1.53,-0.76,13.06億(),1989/2/4,-2.26,0.47,10.06,3.71,19.36,37.94,26.72,46.63
7718,兆豐豐台灣基金,積極型,台幣,台灣,國內,國內股票開放型一般股票型,國內-國內股票開放型一般股票型,無,13.26,-0.08,0.65,1.09,0.79,5.56億(),2008/8/22,0.7,0.23,-2.9,-1.58,-3.4,22.3,16.29,89.15
7726,兆豐中國Ａ股基金,積極型,台幣,中國,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,19.08,0.22,0.66,0.1,0.02,26.43億(),2014/8/20,1.5,0,8.99,-1.12,15.25,-7.2,-15.48,-0.54
7801,野村優質,積極型,台幣,台灣,國內,國內股票開放型一般股票型,國內-國內股票開放型一般股票型,無,15.54,0.09,0.71,1,1.49,221.33億(),1999/4/21,0.36,1.45,4.42,-2.03,4.83,67.39,45.94,232.59
7802,野村成長,積極型,台幣,台灣,國內,國內股票開放型一般股票型,國內-國內股票開放型一般股票型,無,16.15,0.08,0.68,0.8,0.98,28.27億(),1999/11/16,0.98,0.24,6.15,-3.22,4.89,79.14,55.46,234.19
7803,野村平衡,穩健型,台幣,台灣,國內,股票債券平衡型一般股票型,國內-股票債券平衡型一般股票型,無,9.72,0.18,0.43,0.75,0.44,15.96億(),2000/2/22,0.63,-0.59,0.53,-2.07,7.22,67.02,50.29,166.64
7804,野村ｅ科技,積極型,台幣,台灣,國內,國內股票開放型科技類,國內-國內股票開放型科技類,無,14.22,0.03,0.3,0.33,0.24,39.49億(),2000/9/16,2.85,1.82,8.34,-0.87,1.75,87.79,60.75,193.09
7805,野村中小,積極型,台幣,台灣,國內,國內股票開放型中小型,國內-國內股票開放型中小型,無,15.97,0.14,0.96,0.94,1.71,92.66億(),2001/4/11,1.45,1.37,5.82,-0.92,7.98,72.11,52.19,226.57
7806,野村全球高股息基金(本基金無保證收益),穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,11.88,0.6,1.04,-0.68,-0.22,16.77億(),2003/5/19,4.4,6.89,13.8,5.88,28.49,58.48,51.41,61.65
7807,野村全球品牌基金,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,10.5,0.26,0.88,-0.82,-0.45,47.49億(),2002/6/21,1.11,2.23,3.45,2.13,10.74,46.71,46.27,76.06
7808,野村鑫全球債券組合基金,穩健型,台幣,全球,國內,全球組合型債券型,國內-全球組合型債券型,無,2.35,0.51,0.36,0.16,0.02,2.36億(),2003/10/13,0.98,0.97,1.13,0.89,5.5,8.47,2.67,-0.7
7809,野村鑫平衡組合基金,穩健型,台幣,全球,國內,全球組合型平衡型,國內-全球組合型平衡型,無,5.98,0.55,0.51,-0.13,-0.03,6.47億(),2004/4/5,1.07,1.51,5.79,2.04,13.21,29.59,27.08,43.75
7812,野村全球不動產證券化基金,穩健型,台幣,全球,國內,不動產證券化型,國內-不動產證券化型,無,12.99,0.2,0.82,0.43,0.07,4.95億(),2005/7/29,2.28,-1.1,-0.31,2.21,10.07,14.28,9.63,3.99
7815,野村亞太高股息基金(本基金無保證收益),積極型,台幣,亞太,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,15.32,0.1,0.36,-1.07,-0.16,12.97億(),2006/5/9,-0.47,-1.6,0.68,-2.05,5.34,5.79,-10.74,4.74
7816,野村全球生技醫療基金,積極型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,15.42,0.03,1.12,1.03,0.26,14.25億(),2007/1/18,5.49,3.82,-8.87,7.12,1.91,15.23,32.69,36.66
7818,野村泰國基金,積極型,台幣,泰國,國內,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,18.99,0.07,1.08,-0.81,-0.27,9.15億(),1997/6/3,-3.72,-9.51,-0.99,-6.49,3.95,-9.65,-8.38,-10.75
7819,野村台灣運籌基金,積極型,台幣,台灣,國內,國內股票開放型一般股票型,國內-國內股票開放型一般股票型,,15.39,0.13,0.59,0.87,1.13,13.42億(),1987/4/29,0.43,2.04,6.89,-3.58,7.37,83.02,58.87,204.48
7820,野村台灣高股息基金(本基金無保證收益),積極型,台幣,台灣,國內,國內股票開放型價值型,國內-國內股票開放型價值型,無,14.09,0.53,0.66,1.33,1,26.94億(),2005/3/18,2.45,4.19,7.07,0.41,29.48,93.81,80.68,163.26
7826,野村中國機會基金,積極型,台幣,中國,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,24.19,0.24,0.72,-1.02,-0.14,12.86億(),2009/4/22,8.31,8.4,20.34,8.49,20.02,-10.5,-23.14,-23.58
7828,野村巴西基金,積極型,台幣,巴西,國內,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,20.87,-0.21,1.38,0.37,0.02,7.63億(),2010/4/1,8.73,0.37,-8.82,13.46,-14.64,6,10.26,-20.23
7829,野村新興非投資等級債券組合基金－累積型(本基金之配息來源可能為本金)(停止申購,穩健型,台幣,新興市場,國內,全球組合型債券型,國內-全球組合型債券型,無,2.29,0.82,0.2,0.14,0.02,0.51億(),2010/9/15,0.94,1.39,2.96,1.23,7.96,14.11,6.83,1.06
7830,野村印度潛力基金,積極型,台幣,印度,國內,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,14.9,0.11,1.23,1.16,0.28,13.19億(),2011/1/14,-4.76,-7.39,-10.02,-11.01,6.22,44.5,39.54,70.89
7832,野村亞太複合非投資等級債券基金－累積型(本基金之配息來源可能為本金),穩健型,台幣,亞太,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.75,0.63,0.17,0.02,0,2.37億(),2011/6/20,0.56,-0.15,2.41,0.1,9.69,22.51,16.86,-13.11
7833,野村亞太複合非投資等級債券基金－月配現(本基金之配息來源可能為本金),穩健型,台幣,亞太,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.75,0.63,0.17,0.02,0,5.00億(),2011/6/20,0.56,-0.15,2.42,0.1,9.69,22.52,16.86,-13.12
7836,野村環球非投資等級債券基金－累積型(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.6,0.52,0.54,0.17,0.02,0.90億(),2013/11/26,1.25,1.56,2.38,1.35,5.98,13.29,8.48,5.23
7837,野村環球非投資等級債券基金－月配現(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.6,0.52,0.54,0.17,0.01,3.96億(),2013/11/26,1.25,1.55,2.38,1.35,5.98,13.3,8.48,5.24
7839,野村動態配置多重資產基金－累積型(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,12.43,0.17,0.72,-0.64,-0.1,5.17億(),2015/5/29,1.36,1.49,4.44,1.72,7.97,30.16,14.68,26.74
7840,野村動態配置多重資產基金－月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,12.43,0.17,0.72,-0.64,-0.07,1.10億(),2015/5/29,1.36,1.49,4.44,1.73,7.97,30.16,14.66,26.73
7841,野村美利堅非投資等級債券基金－累積型(本基金之配息來源可能為本金),穩健型,台幣,美國,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,3.23,0.61,0.75,0.25,0.03,2.67億(),2015/11/9,0.35,1.18,3.61,1.23,8.28,16.81,10.73,9.24
7842,野村美利堅非投資等級債券基金－月配現(本基金之配息來源可能為本金),穩健型,台幣,美國,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.23,0.61,0.75,0.25,0.02,2.03億(),2015/11/9,0.35,1.18,3.61,1.23,8.28,16.82,10.73,9.26
7843,野村日本領先基金,穩健型,台幣,日本,國內,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,12.64,0.34,0.72,-0.25,-0.04,6.82億(),2015/12/23,5.39,7.43,6.23,4.09,16.65,40.7,36.28,41.7
7844,野村多元收益多重資產基金－累積(本基金有相當比重投資於非投資等級之高風險債券且並無保證收益),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,6.53,0.5,0.58,-0.53,-0.07,3.22億(),2016/6/29,1.41,2.5,5.84,3.36,13.1,29.13,21.45,27.01
7845,野村多元收益多重資產基金－月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金，且無保證收益及配息),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,6.52,0.51,0.58,-0.54,-0.04,12.10億(),2016/6/29,1.4,2.51,5.87,3.36,13.16,29.29,21.64,27.1
7846,野村全球短期收益基金－累積型(本基金無保證收益),保守型,台幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,1.83,0.59,0.05,0.13,0.01,12.56億(),2016/3/29,0.36,1.13,1.66,0.59,5.02,9.46,7.72,3.49
7848,野村亞太新興債券基金－累積,穩健型,台幣,亞太,國內,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,無,4.14,0.45,-0.02,0.12,0.01,1.21億(),2017/6/26,0.27,-1.5,0.82,0.18,7.84,18.83,17.98,-0.91
7849,野村亞太新興債券基金－月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,亞太,國內,債券型海外債券投資等級亞洲新興市場,國內-債券型海外債券投資等級亞洲新興市場,月配,4.13,0.45,-0.02,0.12,0.01,0.71億(),2017/6/26,0.27,-1.51,0.81,0.18,7.83,18.8,17.91,-1.1
7855,野村環球基金,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,,8.53,0.72,0.76,-0.78,-0.28,46.72億(),1988/11/28,2.67,5.11,11.68,4.99,24.63,56.95,52.93,67.54
7856,野村全球金融收益基金－累積(本基金無保證收益),保守型,台幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,3.15,0.32,0.52,0.18,0.02,24.38億(),2018/8/21,0.92,0.37,0.18,0.84,4.78,9.17,3.81,-2.46
7857,野村全球金融收益基金－月配現(本基金並無保證收益及配息且配息來源可能為本金),保守型,台幣,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,3.15,0.32,0.51,0.18,0.01,20.40億(),2018/8/21,0.92,0.36,0.17,0.84,4.79,9.26,3.97,-2.33
7859,野村特別時機非投資等級債券基金－累積(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.19,0.72,0.43,0.17,0.02,13.10億(),2021/6/9,0.56,1.04,1.94,1.03,6.83,15.2,11.36,
7860,野村特別時機非投資等級債券基金－月配現(本基金之配息來源可能為本金),穩健型,台幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.19,0.72,0.43,0.16,0.01,14.13億(),2021/6/9,0.56,1.04,1.93,1.03,6.83,15.2,11.35,
7861,野村全球基礎建設大未來基金－累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,12.71,0.44,0.76,0.32,0.04,2.80億(),2022/3/3,0.9,-1.12,3.94,3.59,21.57,23.26,,
7862,野村環球時機多重資產基金－累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,6.38,0.38,0.59,-0.09,-0.01,1.76億(),2023/1/11,0.69,1.19,4.29,2.3,9.74,18.76,,
7863,野村環球時機多重資產基金－月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,6.38,0.37,0.59,-0.1,-0.01,1.99億(),2023/1/11,0.69,1.16,4.22,2.3,9.67,18.73,,
7864,野村策略轉機多重資產基金－累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,6.15,0.28,0.52,-0.35,-0.04,1.92億(),2023/6/16,1.48,0.78,3.86,2.61,7.28,,,
7865,野村策略轉機多重資產基金－月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,6.14,0.28,0.51,-0.35,-0.04,0.96億(),2023/6/16,1.48,0.78,3.87,2.61,7.3,,,
7866,野村全球科技多重資產基金累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,無,,,,-0.06,-0.01,16.75億(),2024/7/10,1.28,3.09,5.96,0.39,,,,
7867,野村全球科技多重資產基金月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,台幣,全球,國內,多重資產型,國內-多重資產型,月配,,,,-0.06,-0.01,3.43億(),2024/7/10,1.28,3.09,5.97,0.38,,,,
7868,野村全天候環球債券基金累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,台幣,全球,國內,全球組合型債券型,國內-全球組合型債券型,無,,,,,,(),,,,,,,,,
7869,野村全天候環球債券基金月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,台幣,全球,國內,全球組合型債券型,國內-全球組合型債券型,月配,,,,,,(),,,,,,,,,
7904,德銀遠東ＤＷＳ全球原物料能源基金,積極型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,16.94,0.19,0.51,1,0.28,3.30億(),2004/7/8,2.17,2.69,2.17,9.01,11.37,7.84,24.78,61.51
7A01,復華新興人民幣債券基金Ａ－不配息(本基金有相當比重投資於非投資等級之高風險債券),保守型,人民幣,新興市場,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,無,1.6,0.15,0.3,-0.15,-0.02,1.28億(),2013/5/20,0.22,0.52,0.37,0.29,2.02,4.13,3.89,8.27
7A02,復華新興人民幣債券基金Ｂ－月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)(停止申購,保守型,人民幣,新興市場,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,1.64,0.14,0.3,-0.12,-0.01,1.08億(),2013/5/20,0.21,0.5,0.4,0.3,2.04,4.08,3.96,8.22
7A04,復華新興市場非投資等級債券基金－人月配型(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,新興市場,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,4.08,0.34,0.98,0.22,0.02,0.33億(),2014/10/17,2.11,2.01,2.79,1.94,6.04,7.87,-4.1,-7.5
7A05,復華中國新經濟Ａ股基金－人民幣,積極型,人民幣,中國,國內,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,17.95,0.22,0.48,-1.05,-0.09,6.55億(),2015/5/26,1.93,1.44,11.3,0.47,14,-5.78,-30.52,-29.3
7A06,復華中國新經濟平衡基金－Ａ人民幣累積型(本基金有相當比重投資於非投資等級之高風險債券),穩健型,人民幣,中國,國內,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,無,12.41,0.46,0.23,-2.55,-0.3,0.47億(),2015/5/26,1.87,7.2,19.11,4.65,22.28,26.6,-5.98,-12.58
7A07,復華中國新經濟平衡基金－Ｂ人民幣月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,中國,國內,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,月配,12.42,0.46,0.24,-2.45,-0.23,0.08億(),2015/5/26,1.89,7.23,19.16,4.67,22.28,26.57,-6.01,-12.61
7A08,復華全球物聯網科技基金－美元,積極型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,17.28,0.43,1.17,-1.46,-0.49,16.32億(),2016/7/4,4.41,4.6,11.91,5.34,28.67,81.46,26.55,89.22
